source_shard,relationship_source,source_recipe_id,recipe_no,recipe_name,category,variant,original_ingredient_id,resolved_ingredient_id,v22_5_canonical_ingredient,original_ingredient,amount_g,amount_status,choice_group,optional,relationship_source_url,nutrient_input_eligible
russian_normative_recipes_v22_5_row_nutrients_part2.xlsx,v13_part1,USSR82-260,260,Суп молочный с тыквой и крупой,Супы,I,ING-0021,ING-0021,Крупа манная,Крупа манная,20,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part2.xlsx,v13_part1,USSR82-260,260,Суп молочный с тыквой и крупой,Супы,I,ING-0023,ING-0023,Крупа пшенная,Пшено,30,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part2.xlsx,v13_part1,USSR82-260,260,Суп молочный с тыквой и крупой,Супы,I,ING-0032,ING-0032,Масло сливочное,Масло сливочное,10,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part2.xlsx,v13_part1,USSR82-260,260,Суп молочный с тыквой и крупой,Супы,I,ING-0034,ING-0034,"Молоко 3,2%",Молоко,800,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part2.xlsx,v13_part1,USSR82-260,260,Суп молочный с тыквой и крупой,Супы,I,ING-0042,ING-0042,Сахар,Сахар,10,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part2.xlsx,v13_part1,USSR82-260,260,Суп молочный с тыквой и крупой,Супы,I,ING-0145,ING-0145,Тыква,Тыква,240,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part2.xlsx,v13_part1,USSR82-260,260,Суп молочный с тыквой и крупой,Супы,II,ING-0006,ING-0006,Вода,Вода,100,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part2.xlsx,v13_part1,USSR82-260,260,Суп молочный с тыквой и крупой,Супы,II,ING-0021,ING-0021,Крупа манная,Крупа манная,20,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part2.xlsx,v13_part1,USSR82-260,260,Суп молочный с тыквой и крупой,Супы,II,ING-0023,ING-0023,Крупа пшенная,Пшено,30,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part2.xlsx,v13_part1,USSR82-260,260,Суп молочный с тыквой и крупой,Супы,II,ING-0032,ING-0032,Масло сливочное,Масло сливочное,10,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
