source_shard,relationship_source,source_recipe_id,recipe_no,recipe_name,category,variant,original_ingredient_id,resolved_ingredient_id,v22_5_canonical_ingredient,original_ingredient,amount_g,amount_status,choice_group,optional,relationship_source_url,nutrient_input_eligible
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-95,95,"Салат из моркови или моркови с яблоками, финиками или черносливом",Холодные блюда,II — с яблоками,ING-0042,ING-0042,Сахар,Сахар,20,verified_primary_net,,NO,,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-95,95,"Салат из моркови или моркови с яблоками, финиками или черносливом",Холодные блюда,II — с яблоками,ING-0046,ING-0046,Сметана 20%,Сметана,150,verified_primary_net,,NO,,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-95,95,"Салат из моркови или моркови с яблоками, финиками или черносливом",Холодные блюда,II — с яблоками,ING-0070,ING-0070,Яблоко,Яблоки,200,verified_primary_net,,NO,,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-101,101,Салат столичный,Холодные блюда,"III, курица",ING-0019,ING-0019,Картофель,Картофель,35,verified_net,,NO,https://interdoka.ru/kulinaria/1982/1_holodnie_bluda/4_salati_vinegreti/50.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-101,101,Салат столичный,Холодные блюда,"III, курица",ING-0025,ING-0025,Курица,Курица,79,verified_net,,NO,https://interdoka.ru/kulinaria/1982/1_holodnie_bluda/4_salati_vinegreti/50.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-101,101,Салат столичный,Холодные блюда,"III, курица",ING-0038,ING-0038,Огурец соленый,Огурец соленый,30,verified_net,,NO,https://interdoka.ru/kulinaria/1982/1_holodnie_bluda/4_salati_vinegreti/50.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-101,101,Салат столичный,Холодные блюда,"III, курица",ING-0071,ING-0071,Яйцо куриное,Яйцо,10,verified_net,,NO,https://interdoka.ru/kulinaria/1982/1_holodnie_bluda/4_salati_vinegreti/50.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-101,101,Салат столичный,Холодные блюда,"III, курица",ING-0073,ING-0073,Салат листовой,Салат листовой,10,verified_net,,NO,https://interdoka.ru/kulinaria/1982/1_holodnie_bluda/4_salati_vinegreti/50.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-101,101,Салат столичный,Холодные блюда,"III, курица",ING-0074,ING-0074,Майонез,Майонез,40,verified_net,,NO,https://interdoka.ru/kulinaria/1982/1_holodnie_bluda/4_salati_vinegreti/50.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-184,184,Фрикадельки мясные,Супы,beef,ING-0009,ING-0009,Говядина котлетная,Говядина (котлетное мясо),1140,verified_primary_net,,NO,https://interdoka.ru/kulinaria/1982/2_supi/2_zapravochnie/1_borshi/10.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-184,184,Фрикадельки мясные,Супы,beef,ING-0028,ING-0028,Лук репчатый,Лук репчатый,100,verified_primary_net,,NO,https://interdoka.ru/kulinaria/1982/2_supi/2_zapravochnie/1_borshi/10.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-184,184,Фрикадельки мясные,Супы,beef,ING-0071,ING-0071,Яйцо куриное,Яйца,80,verified_primary_net,,NO,https://interdoka.ru/kulinaria/1982/2_supi/2_zapravochnie/1_borshi/10.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-184,184,Фрикадельки мясные,Супы,lamb,ING-0028,ING-0028,Лук репчатый,Лук репчатый,100,verified_primary_net,,NO,https://interdoka.ru/kulinaria/1982/2_supi/2_zapravochnie/1_borshi/10.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-184,184,Фрикадельки мясные,Супы,lamb,ING-0071,ING-0071,Яйцо куриное,Яйца,80,verified_primary_net,,NO,https://interdoka.ru/kulinaria/1982/2_supi/2_zapravochnie/1_borshi/10.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-184,184,Фрикадельки мясные,Супы,lamb,ING-0113,ING-0113,Баранина котлетная,Баранина,1140,verified_primary_net,,NO,https://interdoka.ru/kulinaria/1982/2_supi/2_zapravochnie/1_borshi/10.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-184,184,Фрикадельки мясные,Супы,pork,ING-0028,ING-0028,Лук репчатый,Лук репчатый,100,verified_primary_net,,NO,https://interdoka.ru/kulinaria/1982/2_supi/2_zapravochnie/1_borshi/10.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-184,184,Фрикадельки мясные,Супы,pork,ING-0044,ING-0044,Свинина котлетная,Свинина,1140,verified_primary_net,,NO,https://interdoka.ru/kulinaria/1982/2_supi/2_zapravochnie/1_borshi/10.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-184,184,Фрикадельки мясные,Супы,pork,ING-0071,ING-0071,Яйцо куриное,Яйца,80,verified_primary_net,,NO,https://interdoka.ru/kulinaria/1982/2_supi/2_zapravochnie/1_borshi/10.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-208,208,Рассольник ленинградский,Супы,selected_1982_variant,ING-0019,ING-0019,Картофель,Картофель,300,source_net_for_calc,,NO,https://www.interdoka.ru/kulinaria/1982/2_supi/2_zapravochnie/4_rassolniki/3.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-208,208,Рассольник ленинградский,Супы,selected_1982_variant,ING-0024,ING-0024,Крупа рисовая,Крупа рисовая,20,source_net_for_calc,,NO,https://www.interdoka.ru/kulinaria/1982/2_supi/2_zapravochnie/4_rassolniki/3.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-208,208,Рассольник ленинградский,Супы,selected_1982_variant,ING-0028,ING-0028,Лук репчатый,Лук,20,source_net_for_calc,,NO,https://www.interdoka.ru/kulinaria/1982/2_supi/2_zapravochnie/4_rassolniki/3.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-208,208,Рассольник ленинградский,Супы,selected_1982_variant,ING-0030,ING-0030,Маргарин столовый,Маргарин,20,source_net_for_calc,,NO,https://www.interdoka.ru/kulinaria/1982/2_supi/2_zapravochnie/4_rassolniki/3.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-208,208,Рассольник ленинградский,Супы,selected_1982_variant,ING-0035,ING-0035,Морковь,Морковь,40,source_net_for_calc,,NO,https://www.interdoka.ru/kulinaria/1982/2_supi/2_zapravochnie/4_rassolniki/3.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-208,208,Рассольник ленинградский,Супы,selected_1982_variant,ING-0038,ING-0038,Огурец соленый,Огурцы соленые,60,source_net_for_calc,,NO,https://www.interdoka.ru/kulinaria/1982/2_supi/2_zapravochnie/4_rassolniki/3.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-258,258,Суп молочный с макаронными изделиями,Супы,I,ING-0006,ING-0006,Вода,Вода,120,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-258,258,Суп молочный с макаронными изделиями,Супы,I,ING-0029,ING-0029,Макаронные изделия,Макароны/лапша/домашняя лапша/вермишель/фигурные изделия,80,verified_primary_alternative,pasta,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-258,258,Суп молочный с макаронными изделиями,Супы,I,ING-0032,ING-0032,Масло сливочное,Масло сливочное,12,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-258,258,Суп молочный с макаронными изделиями,Супы,I,ING-0034,ING-0034,"Молоко 3,2%",Молоко,800,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-258,258,Суп молочный с макаронными изделиями,Супы,I,ING-0042,ING-0042,Сахар,Сахар,10,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-258,258,Суп молочный с макаронными изделиями,Супы,II,ING-0006,ING-0006,Вода,Вода,220,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-258,258,Суп молочный с макаронными изделиями,Супы,II,ING-0029,ING-0029,Макаронные изделия,Макароны/лапша/домашняя лапша/вермишель/фигурные изделия,80,verified_primary_alternative,pasta,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-258,258,Суп молочный с макаронными изделиями,Супы,II,ING-0032,ING-0032,Масло сливочное,Масло сливочное,10,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-258,258,Суп молочный с макаронными изделиями,Супы,II,ING-0034,ING-0034,"Молоко 3,2%",Молоко,700,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-258,258,Суп молочный с макаронными изделиями,Супы,II,ING-0042,ING-0042,Сахар,Сахар,10,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-258,258,Суп молочный с макаронными изделиями,Супы,III,ING-0006,ING-0006,Вода,Вода,420,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-258,258,Суп молочный с макаронными изделиями,Супы,III,ING-0029,ING-0029,Макаронные изделия,Макароны/лапша/домашняя лапша/вермишель/фигурные изделия,80,verified_primary_alternative,pasta,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-258,258,Суп молочный с макаронными изделиями,Супы,III,ING-0032,ING-0032,Масло сливочное,Масло сливочное,8,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-258,258,Суп молочный с макаронными изделиями,Супы,III,ING-0034,ING-0034,"Молоко 3,2%",Молоко,500,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-258,258,Суп молочный с макаронными изделиями,Супы,III,ING-0042,ING-0042,Сахар,Сахар,6,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,I,ING-0006,ING-0006,Вода,Вода,250,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,I,ING-0020,ING-0020,Крупа гречневая,Крупа гречневая,80,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,I,ING-0021,ING-0021,Крупа манная,Манная крупа,60,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,I,ING-0022,ING-0022,Крупа перловая,Крупа перловая,80,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,I,ING-0023,ING-0023,Крупа пшенная,Пшено,80,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,I,ING-0024,ING-0024,Крупа рисовая,Крупа рисовая,70,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,I,ING-0032,ING-0032,Масло сливочное,Масло сливочное,12,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,I,ING-0034,ING-0034,"Молоко 3,2%",Молоко,800,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,I,ING-0042,ING-0042,Сахар,Сахар,10,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,I,ING-0064,ING-0064,Хлопья овсяные Геркулес,"Хлопья овсяные ""Геркулес""",60,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,I,ING-0209,ING-0209,Крупа кукурузная,Кукурузная крупа,60,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,I,ING-0210,ING-0210,Крупа ячневая,Крупа ячневая,80,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,II,ING-0006,ING-0006,Вода,Вода,350,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,II,ING-0020,ING-0020,Крупа гречневая,Крупа гречневая,80,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,II,ING-0021,ING-0021,Крупа манная,Манная крупа,60,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,II,ING-0022,ING-0022,Крупа перловая,Крупа перловая,80,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,II,ING-0023,ING-0023,Крупа пшенная,Пшено,80,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,II,ING-0024,ING-0024,Крупа рисовая,Крупа рисовая,70,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,II,ING-0032,ING-0032,Масло сливочное,Масло сливочное,10,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,II,ING-0034,ING-0034,"Молоко 3,2%",Молоко,700,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,II,ING-0042,ING-0042,Сахар,Сахар,10,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,II,ING-0064,ING-0064,Хлопья овсяные Геркулес,"Хлопья овсяные ""Геркулес""",60,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,II,ING-0209,ING-0209,Крупа кукурузная,Кукурузная крупа,60,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,II,ING-0210,ING-0210,Крупа ячневая,Крупа ячневая,80,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,III,ING-0006,ING-0006,Вода,Вода,550,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,III,ING-0020,ING-0020,Крупа гречневая,Крупа гречневая,80,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,III,ING-0021,ING-0021,Крупа манная,Манная крупа,60,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,III,ING-0022,ING-0022,Крупа перловая,Крупа перловая,80,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,III,ING-0023,ING-0023,Крупа пшенная,Пшено,80,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,III,ING-0024,ING-0024,Крупа рисовая,Крупа рисовая,60,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,III,ING-0032,ING-0032,Масло сливочное,Масло сливочное,8,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,III,ING-0034,ING-0034,"Молоко 3,2%",Молоко,500,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,III,ING-0042,ING-0042,Сахар,Сахар,10,verified_primary_net,,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,III,ING-0064,ING-0064,Хлопья овсяные Геркулес,"Хлопья овсяные ""Геркулес""",60,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,III,ING-0209,ING-0209,Крупа кукурузная,Кукурузная крупа,60,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
russian_normative_recipes_v22_5_row_nutrients_part1.xlsx,v13_part1,USSR82-259,259,Суп молочный с крупой,Супы,III,ING-0210,ING-0210,Крупа ячневая,Крупа ячневая,80,verified_primary_alternative,grain,NO,https://studopedia.net/17_42318_supi-s-makaronnimi-izdeliyami-domashney-lapshoy.html,YES
